uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
2506158,Chicago,23A,pocket-picking,larceny/theft offenses,property,2013-09-06 13:00,-87.628203,41.896889,rapid transit,transportation,170310812012010
2506169,Chicago,13B,simple assault,assault offenses,persons,2013-09-06 13:30,-87.693627,41.872678,street,street,170318374002024
2506342,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-06 17:00,-87.634922,41.812511,green space,open space,170318355002038
2506667,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-09-06 23:15,-87.644499,41.724084,street,street,170317302023001
2506824,Chicago,13B,simple assault,assault offenses,persons,2013-09-07 02:45,-87.671084,41.809893,residence,residence,170316103003028
2506875,Chicago,13B,simple assault,assault offenses,persons,2013-09-07 04:37,-87.719072,41.912463,residence,residence,170312304001002
2507139,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-07 14:00,-87.585021,41.771063,street,street,170314302005014
2507271,Chicago,90Z,all other offenses,all other offenses,other,2013-09-07 17:00,-87.563128,41.718952,residence,residence,170315102002001
2507673,Chicago,13B,simple assault,assault offenses,persons,2013-09-08 01:17,-87.566328,41.756672,residence,residence,170314312002022
2507734,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-08 02:45,-87.591604,41.771454,street,street,170314303003000
2507761,Chicago,13B,simple assault,assault offenses,persons,2013-09-08 03:30,-87.607907,41.761267,residence,residence,170316909002003
2507857,Chicago,13B,simple assault,assault offenses,persons,2013-09-08 08:10,-87.666898,41.78946,residence,residence,170316703002016
2507911,Chicago,12A,personal robbery,robbery,property,2013-09-08 10:50,-87.622574,41.798958,street,street,170318361001010
2507914,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-08 11:00,-87.566484,41.721343,street,street,170315103001012
2508138,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-08 16:44,-87.681209,41.847369,green space,open space,170318413003000
2508207,Chicago,13B,simple assault,assault offenses,persons,2013-09-08 18:00,-87.623527,41.846802,healthcare,healthcare,170318410001055
2508338,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-08 21:00,-87.709091,41.858388,street,street,170318415002021
2508529,Chicago,13B,simple assault,assault offenses,persons,2013-09-09 01:30,-87.606752,41.763556,street,street,170316909001011
2508705,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-09 09:05,-87.672294,41.925098,street,street,170310707002005
2508930,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-09 14:30,-87.704287,41.816002,residence,residence,170315804001001
2508970,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-09 15:25,-87.727494,41.901413,street,street,170318421004002
2509018,Chicago,13B,simple assault,assault offenses,persons,2013-09-09 16:23,-87.613339,41.751147,restaurant,leisure,170316914005018
2509221,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-09 20:55,-87.705889,41.789391,residence,residence,170316309001020
2509364,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-10 00:30,-87.593056,41.779732,residence,residence,170318344002006
2509452,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-10 06:30,-87.669014,41.858663,residence,residence,170313108001005
2509491,Chicago,40C,purchasing prostitution,prostitution offenses,society,2013-09-10 07:50,-87.742852,41.88118,street,street,170312518003021
2509728,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-10 13:10,-87.606961,41.770419,street,street,170314212002001
2509741,Chicago,13B,simple assault,assault offenses,persons,2013-09-10 13:45,-87.688849,41.79122,school,education,170318351001035
2509866,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-10 16:15,-87.806941,41.98227,rapid transit,transportation,170311006004008
2509980,Chicago,280,stolen property offenses,stolen property offenses,property,2013-09-10 18:30,-87.583426,41.756238,residence,residence,170318342002026
2510052,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-10 19:49,-87.60568,41.819478,residence,residence,170318364003014
2510165,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-10 22:00,-87.721081,41.854449,street,street,170312924001010
2510212,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-10 23:00,-87.664536,41.74574,residence,residence,170317105001012
2510350,Chicago,13B,simple assault,assault offenses,persons,2013-09-11 04:45,-87.561481,41.756782,street,street,170314313023003
2510430,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-11 08:40,-87.603927,41.799749,residence,residence,170314105002000
2510441,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-11 09:00,-87.647469,41.789636,street,street,170318347001016
2510552,Chicago,90J,trespass of real property,trespass of real property,society,2013-09-11 11:30,-87.729051,41.879719,street,street,170312607001002
2510599,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-11 12:30,-87.709271,41.868181,government,government,170318430001013
2510616,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-11 13:00,-87.657158,41.922598,school,education,170310710001013
2510722,Chicago,13B,simple assault,assault offenses,persons,2013-09-11 15:15,-87.573318,41.726144,street,street,170314804004024
2510873,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-11 18:00,-87.669231,41.96067,street,street,170310602001000
2510932,Chicago,26A,false pretenses/swindle/confidence game,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-09-11 19:20,-87.627440000000007,41.868165,other transportation,transportation,170318390002004
2511018,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-11 21:15,-87.660005,41.939824,other,other,170310623001017
2511037,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-11 21:40,-87.695868,41.823675,street,street,170315802002026
2511102,Chicago,90Z,all other offenses,all other offenses,other,2013-09-11 23:28,-87.645029,41.768831,street,street,170316811001011
2511141,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-12 00:05,-87.729224,41.878826,other open space,open space,170312607001006
2511242,Chicago,40A,prostitution,prostitution offenses,society,2013-09-12 06:15,-87.746014,41.904398,street,street,170318313001030
2511381,Chicago,90Z,all other offenses,all other offenses,other,2013-09-12 10:38,-87.724995,41.90003,street,street,170312312005005
2511414,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-09-12 11:24,-87.624277,41.895909,other retail,retail,170310815002000
2511494,Chicago,11U,sexual assault by penetration (including rape),sex offenses,persons,2013-09-12 13:00,-87.557845,41.73365,school,education,170314606001016
2511502,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-09-12 13:10,-87.690259,41.91857,healthcare,healthcare,170312214003008
2511546,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-12 14:05,-87.618537,41.823283000000004,street,street,170318359002011
2511615,Chicago,13B,simple assault,assault offenses,persons,2013-09-12 15:30,-87.709089,41.858265,street,street,170318415002021
2511778,Chicago,13B,simple assault,assault offenses,persons,2013-09-12 19:20,-87.544404,41.734758,residence,residence,170314607001009
2511907,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-12 22:00,-87.679884,41.951192,street,street,170310505002014
2512019,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-13 01:15,-87.724499,41.880744,street,street,170312601001020
2512156,Chicago,90J,trespass of real property,trespass of real property,society,2013-09-13 08:56,-87.775931,41.911073,residence,residence,170312504004010
2512191,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-13 09:30,-87.631467,41.69704,street,street,170314910005024
2512290,Chicago,23C,shoplifting,larceny/theft offenses,property,2013-09-13 11:40,-87.58382,41.722363,supermarket,retail,170315103002006
2512295,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-13 11:45,-87.629158,41.698889,residence,residence,170314910005014
2512321,Chicago,22B,non-residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-13 12:00,-87.731991,41.897089,other open space,open space,170318421003012
2512537,Chicago,90Z,all other offenses,all other offenses,other,2013-09-13 16:30,-87.6672,41.688284,residence,residence,170317505003041
2512556,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-13 17:00,-87.670478,41.740604,street,street,170317112004028
2512570,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-13 17:00,-87.607781,41.782202,residence,residence,170314205002002
2512654,Chicago,13B,simple assault,assault offenses,persons,2013-09-13 19:00,-87.70206,41.783898,residence,residence,170316603022008
2512771,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-13 21:54,-87.62776,41.881718,street,street,170313204001010
2512822,Chicago,13B,simple assault,assault offenses,persons,2013-09-13 23:00,-87.713452,41.914647,residence,residence,170312228001011
2512879,Chicago,13B,simple assault,assault offenses,persons,2013-09-14 00:41,-87.721932,41.968839,residence,residence,170311403011005
2513066,Chicago,23D,theft from building,larceny/theft offenses,property,2013-09-14 09:00,-87.565781,41.717682,residence,residence,170315103001013
2513311,Chicago,90Z,all other offenses,all other offenses,other,2013-09-14 15:20,-87.631858,41.8892,healthcare,healthcare,170310817002041
2513465,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-14 19:00,-87.650219,41.755055,street,street,170317102003007
2513476,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-14 19:15,-87.606368,41.801129,street,street,170318363001005
2513482,Chicago,13B,simple assault,assault offenses,persons,2013-09-14 19:25,-87.735776,41.953552,other,other,170311611001001
2513805,Chicago,13A,aggravated assault,assault offenses,persons,2013-09-15 02:50,-87.726787,41.924963,street,street,170312207022018
2514160,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-15 15:00,-87.64438,41.939484,other,other,170310632003010
2514264,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-15 18:00,-87.6584,41.78961,residence,residence,170316701002013
2514275,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-15 18:04,-87.773272,41.890034,residence,residence,170312514004009
2514357,Chicago,13B,simple assault,assault offenses,persons,2013-09-15 19:55,-87.746215,41.971833,other retail,retail,170311404005004
2514388,Chicago,26B,credit card/automated teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2013-09-15 20:21,-87.662707,41.722578,supermarket,retail,170317302011017
2514415,Chicago,90Z,all other offenses,all other offenses,other,2013-09-15 21:15,-87.717443,41.968359,street,street,170311402003019
2514748,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-16 10:51,-87.647856,41.844463,street,street,170318402001043
2515255,Chicago,13B,simple assault,assault offenses,persons,2013-09-16 22:51,-87.661009,41.750154,residence,residence,170317106002000
2515357,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-17 03:30,-87.660454,41.775223,residence,residence,170316711001024
2515500,Chicago,240,motor vehicle theft,motor vehicle theft,property,2013-09-17 10:00,-87.75828,41.903549,street,street,170312507002012
2515631,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-17 13:00,-87.619155,41.792043,residence,residence,170314004001015
2515793,Chicago,12A,personal robbery,robbery,property,2013-09-17 16:40,-87.715064,41.853824,street,street,170318414002001
2515798,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2013-09-17 16:50,-87.731763,41.880653,vehicle parking,open space,170312606001000
2515897,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-17 18:54,-87.657707,41.777745,green space,open space,170318349002009
2515953,Chicago,23H,other theft,larceny/theft offenses,property,2013-09-17 20:00,-87.56576,41.711074000000004,private vehicle,vehicle,170315103004036
2516032,Chicago,290,destruction/damage/vandalism of property (except arson),destruction/damage/vandalism of property (except arson),property,2013-09-17 22:00,-87.7195,41.865453,residence,residence,170318387001003
2516057,Chicago,22A,residential burglary/breaking & entering,burglary/breaking & entering,property,2013-09-17 22:15,-87.752869,41.794687,residence,residence,170315607001012
