country,polity,v2cltort,v2clkill,v2clslavem,v2clslavef,v2cltrnslw,v2clrspct,v2clacjstm,v2clacjstw,v2clacjust,v2clsocgrp,v2cldiscm,v2cldiscw,v2clacfree,v2clrelig,v2clfmove,v2cldmovem,v2cldmovew,v2clstown,v2clprptym,v2clprptyw,v2clgencl,v2clgeocl,v2clpolcl
Equatorial Guinea,-6.254901960784314,-1.5265466666666667,-1.25272,0.07686666666666668,-0.03646666666666663,-1.4404666666666666,-1.5542933333333333,-1.3716933333333334,-1.4838666666666667,-0.6657333333333333,-1.3757733333333333,-1.9125866666666667,-1.7620666666666667,-1.8432133333333334,-1.3270266666666666,-1.5323066666666667,-2.2261866666666665,-1.9276933333333333,-1.5899733333333332,-0.5390666666666666,-0.89092,-1.1920933333333332,-1.3148133333333334,-1.4665466666666667
Eritrea,-6.6923076923076925,-1.3907466666666668,-1.78728,-1.1372,-1.2775333333333334,-1.4760666666666666,-1.5531866666666667,-1.3870799999999999,-1.3767333333333334,0.84724,-1.0578,-1.6382,-1.4797733333333334,-1.96772,-0.9181066666666666,-1.81544,-1.6487466666666666,-0.56236,-1.80716,-1.1004133333333332,-1.1696933333333333,-0.8021466666666667,-0.56796,-1.62016
Estonia,8.071428571428571,2.506666666666667,2.6871,1.9720333333333333,1.7850666666666666,2.1430000000000002,2.1168666666666667,2.404,1.9553666666666667,2.4304333333333332,1.5632,1.8980000000000001,1.8271666666666666,2.3875,1.5681666666666667,2.0090666666666666,1.6640333333333333,1.9140333333333333,1.2679,1.9526333333333334,2.2337333333333333,2.6792,1.8305333333333333,2.0732999999999997
Eswatini,-8.509803921568627,-0.9749066666666667,0.47558666666666666,-0.71064,-0.813,-0.4033466666666667,-1.2723066666666667,0.58228,-0.5483866666666667,-0.9207066666666667,0.7421333333333333,-1.3726533333333333,-0.4493333333333333,-1.4238133333333334,-0.5438666666666666,-0.9122666666666667,-0.3502533333333333,-0.26384,-1.27064,-1.2943066666666667,-2.2230666666666665,-0.48328347826086954,-0.8721460869565217,-0.6955144347826087
Ethiopia,-5.36,-0.8727733333333334,-1.0337733333333334,-0.40413333333333334,-0.8782,-0.41990666666666665,-0.9989066666666667,-0.6158,-0.98740000000000006,-0.16158666666666666,-1.1062266666666667,-1.5806266666666666,-1.24548,-0.9301999999999999,0.09446666666666666,-0.9749466666666666,0.10198666666666666,-1.08108,-1.02704,-1.3666133333333332,-1.2954533333333333,-0.7164141449275362,-0.5633807536231884,-0.634639768115942
Fiji,4.204081632653061,0.91212,1.9214666666666667,1.26864,1.4799333333333333,0.47938666666666663,1.35556,0.7404133333333334,0.38542666666666664,1.1393333333333333,0.3271733333333333,0.17795999999999995,-0.23958666666666667,0.91684,1.4033333333333333,0.5049733333333334,1.05876,1.0398666666666667,0.15565333333333334,0.9954666666666667,0.26216,-0.10222666666666667,-0.90292,-0.005786666666666668
Finland,10,2.9396,2.7401866666666663,2.0022266666666666,1.8440666666666667,3.2818266666666664,2.8056,3.0679066666666666,2.4304666666666668,2.5206,2.324186666666667,1.9085066666666666,2.1343466666666666,2.1117066666666666,2.46836,2.41972,1.8273333333333335,2.202306666666667,0.8087333333333334,2.09148,2.1450266666666664,2.1197333333333335,1.42908,2.111266666666667
France,8.27027027027027,2.154186666666667,2.0623333333333336,1.71984,1.7655866666666666,2.9699866666666668,2.27792,2.3728266666666666,1.9235733333333334,1.4264000000000001,1.63784,2.24684,2.2207066666666666,2.4201333333333332,1.6959066666666667,2.055,1.9346133333333333,2.25896,0.7016933333333334,2.1464399999999997,2.14972,0.848,1.53696,1.8310133333333334
Gabon,-5.11864406779661,-0.03692000000000002,0.7302266666666667,0.21570666666666666,0.10326666666666669,0.16116000000000003,0.36768,1.3333333333328361e-5,0.14468,-0.49664,0.6691866666666667,0.15726666666666667,0.11078666666666666,0.8108666666666666,0.5436266666666667,-0.31382666666666664,1.2957333333333334,1.16288,-0.62992,-0.45344,-0.40025333333333335,1.2889733333333333,-1.0318933333333333,0.5688
Georgia,5.714285714285714,-0.2319,0.8251999999999999,1.4300333333333333,1.4554666666666667,0.523,-0.05593333333333335,0.6536,0.6387333333333334,1.4511666666666667,1.1852333333333334,1.3735,1.4165,1.2724,0.5415666666666666,1.7521,1.1322666666666668,1.3277333333333334,0.745,0.5918,1.288,1.7233,1.4240666666666666,1.5825333333333333
German Democratic Republic,-8.7,-1.2186626666666667,-0.3332653333333333,-0.9690173333333333,-0.8844746666666666,-1.0388453333333334,-1.1871426666666667,-0.8462973333333333,-1.1681466666666667,-0.7180266666666667,-0.12517733333333336,-1.6314266666666666,-1.4412466666666668,-2.0246826666666666,-1.6066493333333334,-1.4149653333333334,-1.4887773333333334,-1.4029586666666667,-1.871752,-1.3696253333333333,-1.4475186666666666,-0.44090114285714277,-0.2761531428571429,-0.9061311020408163
Germany,10,2.8361830985915493,2.586154929577465,2.7304647887323945,2.6168450704225354,3.138338028169014,3.4573380281690143,3.100098591549296,2.9138732394366196,2.580774647887324,2.2242816901408453,2.345887323943662,2.119718309859155,2.0820140845070423,1.9290281690140845,2.4477605633802817,1.8775915492957747,1.6826197183098592,1.751732394366197,2.0472535211267604,2.027507042253521,2.149845070422535,1.5969154929577465,2.4875211267605635
Ghana,-0.4915254237288136,1.00252,1.1724266666666667,0.8265333333333333,0.42678666666666665,0.6585733333333333,-0.7263333333333333,0.34835999999999995,0.4915066666666667,0.7217466666666666,1.4308666666666667,0.5279066666666666,0.14904,0.24942666666666669,1.5249733333333333,0.55152,1.3681733333333332,1.3988133333333332,-0.19114666666666666,1.0550533333333334,0.5668533333333333,1.26624,0.997,0.9453466666666667
Greece,6.405405405405405,1.4615866666666666,1.7221866666666668,1.37996,1.1753333333333333,1.0982266666666667,0.6912533333333334,1.7302933333333332,1.6416666666666666,1.4321599999999999,0.9408266666666667,1.5720533333333333,1.69396,1.3748666666666667,0.48456,1.07308,0.7929733333333333,1.1577733333333333,0.33877333333333337,1.5930933333333333,1.86648,1.4458933333333333,1.8125333333333333,1.8901466666666669
Guatemala,1.972972972972973,-0.7034933333333333,-0.9286,-0.20897333333333334,-0.33769333333333335,-0.13554666666666668,-1.41544,-1.80324,-2.0355866666666667,-1.75688,-2.2350133333333333,-0.82652,-1.12612,-0.7379066666666667,0.08429333333333333,-0.6259199999999999,-0.6729066666666667,-0.86232,2.1082666666666667,-0.3933466666666667,-0.6685333333333333,-0.8875546666666667,-0.9754186666666667,0.006218666666666645
